Timestamp;Type;Details
2026-03-04 22:40:46;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{Microsoft.Windows.StartMenuExperienceHost_10.0.26100.4768_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}" new enable=no]
2026-03-04 22:40:45;INFO;[FW WARN] DisableBuiltin could not disable '@{MicrosoftWindows.Client.FileExp_1000.26100.4.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.FileExp/Resources/ProductPkgDisplayName}': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:45;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{MicrosoftWindows.Client.FileExp_1000.26100.4.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.FileExp/Resources/ProductPkgDisplayName}" new enable=no]
2026-03-04 22:40:45;INFO;[FW WARN] DisableBuiltin could not disable '@{MicrosoftWindows.Client.Photon_1000.26100.10.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Photon/Resources/ProductPkgDisplayName}': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:45;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{MicrosoftWindows.Client.Photon_1000.26100.10.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Photon/Resources/ProductPkgDisplayName}" new enable=no]
2026-03-04 22:40:45;INFO;[FW WARN] DisableBuiltin could not disable '@{MicrosoftWindows.Client.Photon_1000.26100.10.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Photon/Resources/ProductPkgDisplayName}': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:45;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{MicrosoftWindows.Client.Photon_1000.26100.10.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.Photon/Resources/ProductPkgDisplayName}" new enable=no]
2026-03-04 22:40:44;INFO;[FW WARN] DisableBuiltin could not disable '@{Microsoft.BingNews_4.55.62231.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithTagline}': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:44;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{Microsoft.BingNews_4.55.62231.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithTagline}" new enable=no]
2026-03-04 22:40:33;INFO;[FW WARN] DisableBuiltin could not disable '@{Microsoft.BingWeather_4.54.63029.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:33;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{Microsoft.BingWeather_4.54.63029.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}" new enable=no]
2026-03-04 22:40:33;INFO;[FW WARN] DisableBuiltin could not disable '@{Microsoft.BingWeather_4.54.63029.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:33;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="@{Microsoft.BingWeather_4.54.63029.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}" new enable=no]
2026-03-04 22:40:32;INFO;[FW WARN] DisableBuiltin could not disable 'Î¼Torrent (TCP-In)': netsh failed (exit 1): No rules match the specified criteria.
2026-03-04 22:40:32;INFO;[FW ERROR] netsh failed (exit 1): No rules match the specified criteria.  args=[advfirewall firewall set rule name="Î¼Torrent (TCP-In)" new enable=no]
